Age,Workclass,FinalWeight,Education,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Hours-Per-Week,Native Country,Income,age_hours_interaction
34, Self-emp-not-inc,100079, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,55, India, <=50K,1870
24, Private,117779, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10, Hungary, <=50K,240
23, Private,197613, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,920
21, Private,411068, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K,735
47, Private,192984, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1880
59, Private,66356, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,40, United-States, <=50K,2360
33, Federal-gov,137184, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,50, United-States, >50K,1650
63, Self-emp-not-inc,231105, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,35, United-States, >50K,2205
18, Local-gov,146586, HS-grad,9, Never-married, Other-service, Own-child, White, Male,60, United-States, <=50K,1080
32, Private,32406, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K,1600
33, Private,578701, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, ?, <=50K,1320
19, Private,206777, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K,760
27, Local-gov,133495, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K,1080
40, Private,34722, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,48, United-States, >50K,1920
38, Self-emp-not-inc,133299, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,1520
20, Private,24967, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,47, United-States, <=50K,940
35, Self-emp-not-inc,171968, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,70, United-States, <=50K,2450
22, Private,412156, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,880
40, Private,51290, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K,2000
34, Private,198265, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K,1360
23, Private,293565, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K,920
26, Private,226288, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K,1040
53, Self-emp-inc,110445, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K,3180
34, Private,160634, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1360
39, Private,174242, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1560
25, Private,390316, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico, <=50K,1000
18, Private,298860, 11th,7, Never-married, Sales, Own-child, White, Male,20, United-States, <=50K,360
65, Private,171584, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K,2600
49, Self-emp-not-inc,232664, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K,1960
64, Private,63676, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States, <=50K,2560
68, Private,170376, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2720
56, Self-emp-not-inc,175964, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K,2240
68, Federal-gov,422013, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,2720
35, Private,105813, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, >50K,1680
50, Federal-gov,306707, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,12, United-States, <=50K,600
45, Private,177543, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,28, United-States, <=50K,1260
43, Private,320277, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K,1720
39, Private,129495, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K,1560
37, Private,257042, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, United-States, <=50K,1480
45, Private,275995, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, >50K,2250
20, ?,86318, Some-college,10, Never-married, ?, Own-child, White, Female,10, United-States, <=50K,200
36, Private,280440, Assoc-acdm,12, Never-married, Tech-support, Unmarried, White, Female,45, United-States, <=50K,1620
26, Private,371556, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K,1040
36, Private,408229, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,32, United-States, <=50K,1152
47, Private,149337, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,60, United-States, <=50K,2820
34, Private,209297, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K,1360
53, Private,355802, Some-college,10, Widowed, Sales, Unmarried, White, Female,30, United-States, <=50K,1590
32, Private,165949, Bachelors,13, Divorced, Machine-op-inspct, Not-in-family, White, Female,42, United-States, <=50K,1344
44, Self-emp-not-inc,112507, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1760
25, Private,462869, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Mexico, <=50K,1000
35, Private,413648, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,36, United-States, <=50K,1260
34, Private,29235, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1360
42, Private,149823, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1680
47, Private,39530, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,4, United-States, <=50K,188
23, Private,197387, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,37, Mexico, <=50K,851
56, Local-gov,255406, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K,2240
50, Private,43764, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K,2500
38, Private,168322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K,2280
46, Private,278322, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1840
47, Private,115813, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Female,57, United-States, <=50K,2679
38, Self-emp-not-inc,184456, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,80, Italy, <=50K,3040
42, Private,289636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,46, United-States, <=50K,1932
48, Private,101684, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1920
27, Private,133425, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K,1350
40, Private,349405, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,36, United-States, <=50K,1440
53, Private,124076, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,37, United-States, >50K,1961
75, Self-emp-not-inc,165968, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,30, United-States, <=50K,2250
39, Private,185099, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, >50K,1872
46, Federal-gov,268281, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1840
51, Private,154949, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Black, Female,40, United-States, <=50K,2040
34, Private,176711, HS-grad,9, Divorced, Other-service, Own-child, White, Male,40, United-States, <=50K,1360
23, Private,165064, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,920
32, Private,213750, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,45, United-States, <=50K,1440
45, Self-emp-not-inc,77132, Some-college,10, Never-married, Sales, Not-in-family, White, Male,55, United-States, <=50K,2475
21, Private,109667, Some-college,10, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K,840
36, Private,162164, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, <=50K,1584
40, Private,219591, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K,2000
20, ?,327462, 10th,6, Divorced, ?, Not-in-family, White, Female,40, United-States, <=50K,800
68, Private,236943, 9th,5, Divorced, Farming-fishing, Not-in-family, Black, Male,20, United-States, <=50K,1360
40, Private,89226, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,1600
20, Private,124751, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,24, United-States, <=50K,480
48, Local-gov,144122, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K,1920
27, Private,98769, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K,1215
57, Federal-gov,170066, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K,2280
54, Self-emp-inc,162439, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,98, United-States, >50K,5292
47, Private,22900, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K,1880
30, Local-gov,102130, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1200
17, ?,215743, 11th,7, Never-married, ?, Own-child, White, Male,40, United-States, <=50K,680
35, Private,381583, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,45, United-States, >50K,1575
56, Local-gov,198277, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K,2240
20, Private,243178, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,28, United-States, <=50K,560
38, Local-gov,177305, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, United-States, <=50K,1444
19, Private,167149, Some-college,10, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K,475
24, Private,270872, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, ?, <=50K,960
31, Private,382368, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, Germany, <=50K,1240
44, Local-gov,277144, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,60, United-States, <=50K,2640
21, State-gov,145651, Some-college,10, Never-married, Sales, Own-child, Black, Female,12, United-States, <=50K,252
41, Private,171351, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1640
18, Private,265099, 11th,7, Never-married, Other-service, Own-child, White, Female,16, United-States, <=50K,288
23, Private,105617, 9th,5, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K,920
37, Local-gov,217689, Some-college,10, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,32, United-States, <=50K,1184
46, ?,81136, Assoc-voc,11, Divorced, ?, Unmarried, White, Male,30, United-States, <=50K,1380
43, Self-emp-not-inc,73883, Bachelors,13, Divorced, Sales, Unmarried, White, Male,45, United-States, <=50K,1935
31, Private,339482, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K,1240
40, Private,326232, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, >50K,1600
27, Private,106316, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,12, United-States, <=50K,324
64, Local-gov,198728, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,40, United-States, <=50K,2560
31, Federal-gov,126501, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K,1240
48, Private,233802, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,45, United-States, <=50K,2160
37, Self-emp-not-inc,204501, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,20, Canada, >50K,740
28, Private,208249, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,24, United-States, <=50K,672
42, Private,188693, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1680
60, Self-emp-inc,93272, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, <=50K,3600
17, Private,159299, 11th,7, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K,340
21, ?,303588, Some-college,10, Never-married, ?, Own-child, White, Female,30, United-States, <=50K,630
46, Private,35136, 10th,6, Divorced, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K,1840
18, Private,139576, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,720
22, Private,252355, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,27, United-States, <=50K,594
44, Self-emp-not-inc,83812, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,60, United-States, <=50K,2640
36, Private,89718, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1440
65, Private,222810, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K,2600
26, Private,456618, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, Mexico, <=50K,1040
21, Private,296158, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,25, United-States, <=50K,525
41, Private,162140, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K,1640
28, Private,36601, Some-college,10, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K,980
27, Private,195337, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K,1080
19, State-gov,282721, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,12, United-States, <=50K,228
40, Private,206049, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,1600
19, Private,223392, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States, <=50K,285
40, Private,27821, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,1600
37, Private,131827, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K,1480
33, Private,549413, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K,1320
34, Private,69491, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K,1360
44, Local-gov,193755, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K,1760
33, Private,598802, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K,1320
72, Local-gov,259762, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,10, United-States, <=50K,720
19, Private,266255, HS-grad,9, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K,760
59, Private,32954, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,36, United-States, <=50K,2124
40, Private,291808, HS-grad,9, Divorced, Protective-serv, Not-in-family, Black, Female,40, United-States, <=50K,1600
35, Private,190728, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K,1400
22, Private,59184, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,45, United-States, <=50K,990
41, Private,196456, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K,1640
59, Private,147989, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, >50K,2950
50, Private,195784, 12th,8, Divorced, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K,2000
21, Private,202214, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,10, United-States, <=50K,210
40, Self-emp-inc,225165, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K,1600
22, Private,54825, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K,880
43, Private,188905, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,40, Mexico, <=50K,1720
17, Private,132636, 11th,7, Never-married, Transport-moving, Own-child, White, Female,16, United-States, <=50K,272
42, Local-gov,228320, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K,1680
37, Private,415500, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, >50K,1480
19, Private,254247, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,38, ?, <=50K,722
43, Private,255635, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,40, Mexico, <=50K,1720
46, Private,96080, 9th,5, Separated, Craft-repair, Unmarried, White, Female,40, United-States, <=50K,1840
18, ?,78181, HS-grad,9, Never-married, ?, Own-child, White, Female,20, United-States, <=50K,360
50, Local-gov,339547, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Laos, >50K,2000
47, Self-emp-not-inc,126500, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,40, Puerto-Rico, <=50K,1880
31, Private,511289, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,99, United-States, <=50K,3069
33, Private,159574, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K,1485
27, Private,224105, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K,1080
59, Self-emp-not-inc,128105, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, <=50K,2065
39, Local-gov,89508, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1560
29, Private,370242, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1160
26, Private,67257, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,55, United-States, <=50K,1430
24, Private,62952, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,960
25, Private,111058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K,1000
30, Private,29235, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,20, United-States, <=50K,600
52, State-gov,101119, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2080
51, Federal-gov,140516, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K,2040
30, Private,159888, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,60, United-States, >50K,1800
19, ?,45643, Some-college,10, Never-married, ?, Own-child, White, Female,25, United-States, <=50K,475
23, Private,166371, Some-college,10, Never-married, Tech-support, Own-child, White, Male,60, United-States, <=50K,1380
37, State-gov,160910, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K,1665
25, State-gov,257064, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,38, United-States, <=50K,950
49, Self-emp-not-inc,181307, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,65, United-States, >50K,3185
30, Private,83253, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, <=50K,1650
40, Private,128700, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K,1600
20, Private,243010, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Other, Male,32, United-States, <=50K,640
35, Self-emp-not-inc,37778, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,55, United-States, <=50K,1925
24, Private,132320, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,45, United-States, <=50K,1080
32, Private,234755, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Male,40, United-States, <=50K,1280
35, Private,142616, HS-grad,9, Separated, Other-service, Own-child, Black, Female,30, United-States, <=50K,1050
20, Private,148509, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K,800
29, State-gov,240738, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K,1160
25, Private,32276, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,28, United-States, <=50K,700
50, Local-gov,163921, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2000
24, Private,464103, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States, <=50K,1200
49, ?,271346, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,60, United-States, >50K,2940
30, Local-gov,327825, HS-grad,9, Divorced, Protective-serv, Own-child, White, Female,32, United-States, <=50K,960
37, Private,267085, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K,1480
50, Private,266945, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, El-Salvador, <=50K,2000
20, Private,234663, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K,600
49, Self-emp-not-inc,189123, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K,2450
55, Private,104996, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K,2750
61, Private,101265, 12th,8, Widowed, Machine-op-inspct, Unmarried, White, Female,40, Italy, <=50K,2440
22, Private,184975, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,3, United-States, <=50K,66
23, Private,246965, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,12, United-States, <=50K,276
43, Private,227065, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K,1720
39, Private,301867, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,24, Philippines, <=50K,936
21, Private,185948, Some-college,10, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K,735
52, Self-emp-inc,134854, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,2080
30, Private,281030, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,1200
42, Private,126701, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Male,45, United-States, >50K,1890
50, Self-emp-not-inc,95949, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K,2500
51, Self-emp-not-inc,88528, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,99, United-States, <=50K,5049
47, Private,24723, 10th,6, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,45, United-States, <=50K,2115
49, ?,171411, 9th,5, Divorced, ?, Not-in-family, White, Male,40, United-States, <=50K,1960
45, Private,184581, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K,1800
48, Federal-gov,100067, Some-college,10, Widowed, Other-service, Unmarried, Black, Female,40, United-States, <=50K,1920
36, Private,182863, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K,1800
20, Never-worked,462294, Some-college,10, Never-married, ?, Own-child, Black, Male,40, United-States, <=50K,800
61, Private,85434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K,2440
72, Private,158092, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,30, United-States, <=50K,2160
19, Private,104844, Some-college,10, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K,285
54, Self-emp-inc,304570, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, ?, >50K,2160
47, ?,89806, Some-college,10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,35, United-States, <=50K,1645
39, Private,106183, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K,1560
24, Private,89347, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K,960
44, Private,157236, Some-college,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,40, Poland, <=50K,1760
19, Private,261259, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K,380
20, Private,286166, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,48, United-States, <=50K,960
23, Private,122272, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,40, United-States, <=50K,920
58, Private,248739, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,53, United-States, >50K,3074
20, Private,224238, 12th,8, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K,800
62, Private,138157, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,12, United-States, <=50K,744
25, Private,148460, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,40, Puerto-Rico, <=50K,1000
67, Private,236627, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,2, United-States, <=50K,134
37, Local-gov,191364, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, France, >50K,1480
36, Private,353524, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Female,40, United-States, <=50K,1440
38, Private,391040, Assoc-voc,11, Separated, Tech-support, Unmarried, White, Female,20, United-States, <=50K,760
23, Private,134997, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,80, United-States, <=50K,1840
28, Private,392487, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K,1120
25, Private,216724, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,40, United-States, <=50K,1000
41, Self-emp-not-inc,174395, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K,2255
63, Private,383058, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K,2520
60, Self-emp-not-inc,96073, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States, <=50K,1800
31, Self-emp-inc,103435, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K,1550
29, Self-emp-not-inc,96718, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,37, United-States, <=50K,1073
37, Private,178948, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States, >50K,1665
51, Private,173987, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K,2040
45, Private,34419, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K,1800
27, Private,224849, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K,1080
18, Private,249857, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K,360
34, Private,340458, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K,1360
66, Self-emp-not-inc,427422, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,25, United-States, >50K,1650
19, ?,440417, Some-college,10, Never-married, ?, Own-child, White, Female,15, United-States, <=50K,285
36, Private,175643, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K,1260
35, Private,297485, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K,1400
27, Private,232954, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K,1215
29, Private,326330, Some-college,10, Divorced, Exec-managerial, Own-child, White, Female,40, United-States, <=50K,1160
25, Private,109419, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K,1000
